A1CF	rep2_peak_4778 (+2911)
SOX9	rep2_peak_17179 (-28095), rep2_peak_17183 (+2358)
SP5	rep2_peak_22879 (-3139), rep2_peak_22881 (-168), rep2_peak_22883 (+29086)
SPAG9	rep2_peak_16691 (+7991)
SPARC	rep2_peak_32954 (-16838), rep2_peak_32953 (-7101)
SPAST	rep2_peak_20833 (-126)
SPATA2	rep2_peak_25076 (-2899)
SPATA20	rep2_peak_16642 (-3987)
SPATA46	rep2_peak_2763 (-29112)
SPATA6	rep2_peak_1258 (-8044)
SPATC1	rep2_peak_39958 (-5393)
SPATS2	rep2_peak_8663 (-19546)
SPATS2L	rep2_peak_23246 (-5749), rep2_peak_23250 (+10192), rep2_peak_23252 (+13011)
SPC24	rep2_peak_19063 (+25928)
SPCS1	rep2_peak_27662 (-941)
SPDYC	rep2_peak_6961 (-4129)
SPDYE1	rep2_peak_36803 (+18368), rep2_peak_36805 (+21339)
SPDYE16	rep2_peak_37240 (-18878)
SPG7	rep2_peak_15318 (-2806)
SPHAR	rep2_peak_3788 (-5504)
SPHK1	rep2_peak_17406 (-22858), rep2_peak_17408 (-8162), rep2_peak_17409 (-2202), rep2_peak_17413 (+1303)
SPIC	rep2_peak_9365 (-15357)
SPINK1	rep2_peak_32860 (-6429), rep2_peak_32859 (-3715)
SPINT4	rep2_peak_24928 (+2921)
SPIRE2	rep2_peak_15333 (-5835)
SPOCK2	rep2_peak_5025 (-9966)
SPOPL	rep2_peak_22541 (-26203), rep2_peak_22542 (-10423)
SPOUT1	rep2_peak_41504 (-8751)
SPR	rep2_peak_21621 (+1644)
SPRED2	rep2_peak_21483 (-4458), rep2_peak_21481 (-541)
SPRY1	rep2_peak_30675 (+19419), rep2_peak_30676 (+21869)
SPRY2	rep2_peak_10566 (-1680)
SPRY4	rep2_peak_32762 (-28187), rep2_peak_32760 (-17512), rep2_peak_32754 (+18795)
SPTSSA	rep2_peak_11053 (+11584)
SQOR	rep2_peak_12470 (+6818)
SQSTM1	rep2_peak_33282 (-1639)
SRCIN1	rep2_peak_16131 (-26224), rep2_peak_16130 (-15008), rep2_peak_16129 (-12469), rep2_peak_16128 (-8278)
SREBF1	rep2_peak_15808 (-28230), rep2_peak_15803 (+6050)
SRGAP1	rep2_peak_8969 (+1575)
SRGAP2	rep2_peak_3330 (+1180)
SRGAP2B	rep2_peak_2295 (+1456)
SRGAP2C	rep2_peak_2249 (+3775)
SRI	rep2_peak_37329 (-13962), rep2_peak_37328 (-7092)
SRP14	rep2_peak_12321 (-61)
SRP9	rep2_peak_3665 (-22363), rep2_peak_3666 (-9933)
SRPK2	rep2_peak_37699 (+29776)
SRSF10	rep2_peak_656 (-23163)
SRSF11	rep2_peak_1637 (-107)
SRSF2	rep2_peak_17453 (-25458)
SRSF4	rep2_peak_840 (-142)
SS18L1	rep2_peak_25311 (+11656)
SSC4D	rep2_peak_37235 (+1398)
SSR2	rep2_peak_2610 (+29672)
SSTR2	rep2_peak_17247 (-12849), rep2_peak_17250 (+22468)
SSTR5	rep2_peak_13452 (-74)
SSUH2	rep2_peak_26868 (-13744), rep2_peak_26866 (-10913), rep2_peak_26864 (-7334), rep2_peak_26862 (-2602)
ST14	rep2_peak_8021 (-15279), rep2_peak_8025 (+22204)
ST18	rep2_peak_39017 (+18700), rep2_peak_39016 (+19501)
ST3GAL2	rep2_peak_14825 (-27797)
ST3GAL6	rep2_peak_28081 (-354)
ST6GAL1	rep2_peak_29233 (-23224), rep2_peak_29235 (+820)
ST6GALNAC1	rep2_peak_17442 (-28642), rep2_peak_17438 (+2112), rep2_peak_17437 (+6699)
ST6GALNAC2	rep2_peak_17433 (-10546)
STAG1	rep2_peak_28566 (+17789)
STAR	rep2_peak_38850 (+17011)
STARD10	rep2_peak_7236 (+15565)
STARD13	rep2_peak_10152 (+25243)
STARD3	rep2_peak_16173 (+15998)
STAT1	rep2_peak_23175 (-6142), rep2_peak_23174 (-50)
STAT3	rep2_peak_16297 (-208), rep2_peak_16296 (+1235)
STEAP2	rep2_peak_37336 (-1019), rep2_peak_37337 (+90)
STH	rep2_peak_16522 (+14694)
STK11IP	rep2_peak_23610 (-20750)
STK24	rep2_peak_10680 (+15049)
STK25	rep2_peak_23990 (-19617)
STK38L	rep2_peak_8438 (+28613)
STK39	rep2_peak_22843 (+267), rep2_peak_22840 (+26972)
STN1	rep2_peak_5681 (-388)
STOM	rep2_peak_41278 (-2431)
STRA8	rep2_peak_37993 (+2898)
STRN3	rep2_peak_11004 (-11617), rep2_peak_11002 (-7094)
STRN4	rep2_peak_19875 (-24262), rep2_peak_19874 (-18043)
STUM	rep2_peak_3695 (-5908)
STX6	rep2_peak_3017 (-97)
STXBP1	rep2_peak_41454 (-4574)
STXBP2	rep2_peak_18964 (+15219)
STXBP5	rep2_peak_35762 (-12045)
STXBP6	rep2_peak_10985 (+14945)
SUB1	rep2_peak_31369 (-28718)
SUCO	rep2_peak_2899 (+25110)
SUDS3	rep2_peak_9684 (+2)
SULT1A2	rep2_peak_14134 (+15367)
SULT1A3	rep2_peak_14226 (-11)
SULT1B1	rep2_peak_30194 (-21181)
SULT2A1	rep2_peak_19933 (-21)
SUN1	rep2_peak_36205 (-19628)
SUN2	rep2_peak_26502 (+1911)
SUN5	rep2_peak_24629 (-1777)
SUPT4H1	rep2_peak_16826 (-29203), rep2_peak_16825 (-17670), rep2_peak_16823 (-12337)
SUSD2	rep2_peak_26062 (+14479), rep2_peak_26063 (+26911)
SUSD3	rep2_peak_40768 (+3310)
SUSD6	rep2_peak_11577 (+26158)
SUV39H1	rep2_peak_42151 (+15811)
SVIL	rep2_peak_4454 (-974), rep2_peak_4452 (+16185)
SVIP	rep2_peak_6428 (+26811)
SVOPL	rep2_peak_38058 (+13074)
SYAP1	rep2_peak_41875 (+26213)
SYDE1	rep2_peak_19213 (-9202)
SYNCRIP	rep2_peak_34958 (-647)
SYNJ2	rep2_peak_35940 (-27190), rep2_peak_35941 (-6792), rep2_peak_35945 (+3722), rep2_peak_35946 (+11690), rep2_peak_35948 (+29847)
SYT5	rep2_peak_20146 (-26352)
SYT7	rep2_peak_6783 (+13438)
TAB3	rep2_peak_42000 (-17524)
TACC1	rep2_peak_38882 (-20211)
TACO1	rep2_peak_16977 (-22387), rep2_peak_16979 (+2)
TACR2	rep2_peak_4952 (-9171)
TAF1	rep2_peak_42281 (-13058), rep2_peak_42282 (+27102)
TAF12	rep2_peak_831 (-5639)
TAF1D	rep2_peak_7521 (-3548)
TAL1	rep2_peak_1226 (+13253)
TAL2	rep2_peak_40999 (+17139)
TANC1	rep2_peak_22701 (-19190), rep2_peak_22705 (+26433)
TANK	rep2_peak_22734 (+703)
TARS	rep2_peak_31377 (-8130)
TARS2	rep2_peak_2437 (-13567)
TAS2R13	rep2_peak_8254 (+17406)
TAS2R19	rep2_peak_8255 (+6634)
TAS2R20	rep2_peak_8255 (-18111)
TAT	rep2_peak_14858 (-21497), rep2_peak_14857 (-18544), rep2_peak_14856 (-17130), rep2_peak_14853 (+4133), rep2_peak_14852 (+11998)
TATDN2	rep2_peak_26919 (-23044)
TATDN3	rep2_peak_3453 (+74), rep2_peak_3455 (+25201)
TAX1BP3	rep2_peak_15466 (+26868)
TBC1D10A	rep2_peak_26231 (+9450)
TBC1D14	rep2_peak_29696 (-17273), rep2_peak_29697 (-16083), rep2_peak_29700 (-5204), rep2_peak_29704 (+7956), rep2_peak_29709 (+24879)
TBC1D22A	rep2_peak_26725 (-22321), rep2_peak_26728 (-3586)
TBC1D24	rep2_peak_13519 (+10053)
TBC1D2B	rep2_peak_13047 (+12231)
TBC1D4	rep2_peak_10544 (-411), rep2_peak_10542 (+3239), rep2_peak_10541 (+14873), rep2_peak_10540 (+22866)
TBC1D5	rep2_peak_27044 (-4340)
TBC1D8	rep2_peak_21997 (+26205)
TBC1D9	rep2_peak_30810 (+27898)
TBCC	rep2_peak_34452 (-906)
TBCD	rep2_peak_17747 (-13609)
TBL1X	rep2_peak_41838 (-1843)
TBX1	rep2_peak_25923 (-25547)
TBX15	rep2_peak_2206 (+24009), rep2_peak_2205 (+27015)
TBX3	rep2_peak_9606 (-703), rep2_peak_9603 (+25401), rep2_peak_9602 (+26427), rep2_peak_9601 (+27226)
TBX6	rep2_peak_14219 (-851)
TCAF1	rep2_peak_38151 (-4928)
TCAIM	rep2_peak_27407 (-16928), rep2_peak_27409 (+20907)
TCAP	rep2_peak_16173 (-11124)
TCEA1	rep2_peak_39032 (+124)
TCF23	rep2_peak_20743 (+22707), rep2_peak_20744 (+28788)
TCF7	rep2_peak_32557 (-15871)
TCF7L2	rep2_peak_5792 (-388)
TCFL5	rep2_peak_25346 (-12541)
TCIRG1	rep2_peak_7113 (-643)
TCP10	rep2_peak_36107 (-14023)
TCP10L	rep2_peak_25536 (-7623)
TCTE3	rep2_peak_36156 (+25656)
TCTN1	rep2_peak_9537 (-22429)
TDGF1	rep2_peak_27440 (-2670), rep2_peak_27441 (+1883)
TDRD7	rep2_peak_40881 (-16800), rep2_peak_40883 (-7037), rep2_peak_40884 (-5000), rep2_peak_40885 (-72)
TEAD1	rep2_peak_6273 (-4435)
TEAD4	rep2_peak_8113 (+3950)
TECR	rep2_peak_19209 (-9419)
TECTB	rep2_peak_5744 (-22223), rep2_peak_5745 (-17805), rep2_peak_5746 (-7680)
TEF	rep2_peak_26573 (+15565)
TEFM	rep2_peak_16011 (-9423)
TEN1	rep2_peak_17379 (-2906), rep2_peak_17380 (+86)
TERB2	rep2_peak_12444 (+23104)
TERF2	rep2_peak_14779 (-29282), rep2_peak_14778 (-27375), rep2_peak_14777 (-18663), rep2_peak_14775 (-10814)
TES	rep2_peak_37795 (+29180)
TESC	rep2_peak_9662 (-19457), rep2_peak_9661 (+8265)
TESK2	rep2_peak_1190 (-7096)
TEX19	rep2_peak_17717 (-22613), rep2_peak_17718 (-12659)
TEX2	rep2_peak_17007 (-7243)
TF	rep2_peak_28528 (-14811), rep2_peak_28529 (-12509), rep2_peak_28530 (-3161), rep2_peak_28531 (+331)
TFB1M	rep2_peak_35895 (-14386), rep2_peak_35891 (-551)
TFE3	rep2_peak_42161 (+23410)
TFEB	rep2_peak_34429 (-5586)
TFF1	rep2_peak_25717 (-23061), rep2_peak_25716 (-19726)
TFF3	rep2_peak_25715 (+173)
TFG	rep2_peak_28122 (+7822)
TFPI	rep2_peak_23132 (+4182), rep2_peak_23131 (+12620)
TFR2	rep2_peak_37578 (+977)
TFRC	rep2_peak_29449 (+26207)
TGFA	rep2_peak_21579 (-11565)
TGFB2	rep2_peak_3551 (+21077), rep2_peak_3552 (+25986)
TGFBI	rep2_peak_32619 (+24914), rep2_peak_32620 (+29762)
TGFBR2	rep2_peak_27149 (-9224), rep2_peak_27150 (-190), rep2_peak_27153 (+19470)
TGIF1	rep2_peak_17830 (-3356), rep2_peak_17836 (+2521), rep2_peak_17837 (+5238)
TGM4	rep2_peak_27420 (+28174)
TGOLN2	rep2_peak_21776 (-57), rep2_peak_21775 (+2898), rep2_peak_21774 (+20865)
THADA	rep2_peak_21080 (-17124)
THEMIS2	rep2_peak_804 (-17951)
THOP1	rep2_peak_18775 (+5579)
THRAP3	rep2_peak_980 (+16012), rep2_peak_982 (+24101)
THUMPD3	rep2_peak_26883 (-9430)
TIFA	rep2_peak_30595 (+6228)
TIGD1	rep2_peak_23786 (-131)
TIGD2	rep2_peak_30426 (+945), rep2_peak_30427 (+2123)
TIGD6	rep2_peak_32902 (-25077)
TIMM23	rep2_peak_4691 (+26089)
TIMP3	rep2_peak_26325 (-21116), rep2_peak_26327 (-11640), rep2_peak_26328 (-6665)
TINAGL1	rep2_peak_884 (-814), rep2_peak_886 (+7681)
TIPARP	rep2_peak_28830 (-554)
TIPRL	rep2_peak_2829 (+24523)
TJP2	rep2_peak_40494 (-26521), rep2_peak_40496 (-18627), rep2_peak_40497 (-14861)
TK1	rep2_peak_17511 (-841)
TLE1	rep2_peak_40638 (+2219)
TLE3	rep2_peak_12878 (-1516), rep2_peak_12877 (-417), rep2_peak_12876 (+191), rep2_peak_12875 (+19263)
TLE6	rep2_peak_18789 (+13)
TLK1	rep2_peak_22897 (-6957), rep2_peak_22896 (-5896)
TLK2	rep2_peak_16965 (-5741)
TLN1	rep2_peak_40316 (-14404)
TLN2	rep2_peak_12696 (+8962)
TLR1	rep2_peak_29945 (+16933)
TLR10	rep2_peak_29945 (-4900)
TLR7	rep2_peak_41857 (-23083)
TLR9	rep2_peak_27636 (+15301)
TM4SF1	rep2_peak_28721 (-23876), rep2_peak_28720 (-11062), rep2_peak_28719 (-9260), rep2_peak_28717 (-3428), rep2_peak_28714 (+8570), rep2_peak_28712 (+21494), rep2_peak_28711 (+23807)
TM4SF18	rep2_peak_28712 (-22610), rep2_peak_28711 (-20297)
TM4SF19	rep2_peak_29459 (-9080)
TM4SF4	rep2_peak_28726 (+19797)
TM4SF5	rep2_peak_15500 (-11967)
TMBIM1	rep2_peak_23536 (-6632)
TMC7	rep2_peak_13946 (-40), rep2_peak_13947 (+5310), rep2_peak_13948 (+14990), rep2_peak_13950 (+22110)
TMCO1	rep2_peak_2792 (-16399)
TMCO6	rep2_peak_32726 (-306)
TMED10	rep2_peak_11708 (-20058)
TMED2	rep2_peak_9853 (+11465)
TMED5	rep2_peak_1811 (-20200)
TMEFF1	rep2_peak_40934 (-7638)
TMEM106A	rep2_peak_16373 (+5089), rep2_peak_16375 (+28112), rep2_peak_16376 (+29358)
TMEM107	rep2_peak_15621 (+2915)
TMEM114	rep2_peak_13647 (+18420)
TMEM123	rep2_peak_7613 (-23960), rep2_peak_7612 (-9775), rep2_peak_7611 (-8128), rep2_peak_7610 (-5676), rep2_peak_7608 (+1287)
TMEM125	rep2_peak_1118 (+11667), rep2_peak_1119 (+12575)
TMEM127	rep2_peak_21911 (+5403)
TMEM128	rep2_peak_29638 (-11486)
TMEM132E	rep2_peak_16051 (+17623)
TMEM135	rep2_peak_7483 (-8369), rep2_peak_7484 (-91)
TMEM138	rep2_peak_6778 (+7634)
TMEM140	rep2_peak_37984 (-9)
TMEM143	rep2_peak_19952 (+9462)
TMEM14B	rep2_peak_33565 (-131)
TMEM156	rep2_peak_29950 (-11006)
TMEM160	rep2_peak_19896 (-10294)
TMEM167B	rep2_peak_2007 (-718)
TMEM17	rep2_peak_21367 (-20497)
TMEM181	rep2_peak_35977 (+8861), rep2_peak_35978 (+18695)
TMEM184A	rep2_peak_36239 (+19096)
TMEM189	rep2_peak_25094 (-12467)
TMEM19	rep2_peak_9075 (+124)
TMEM2	rep2_peak_40534 (+154), rep2_peak_40532 (+2977), rep2_peak_40530 (+9889)
TMEM201	rep2_peak_298 (-23718)
TMEM205	rep2_peak_19078 (+1430)
TMEM212	rep2_peak_28983 (-5032), rep2_peak_28984 (-3834), rep2_peak_28985 (-1989), rep2_peak_28986 (-311), rep2_peak_28988 (+2287)
TMEM213	rep2_peak_38061 (-26875)
TMEM216	rep2_peak_6778 (-22052)
TMEM220	rep2_peak_15674 (-21478)
TMEM253	rep2_peak_10869 (+5303)
TMEM255A	rep2_peak_42485 (+24551)
TMEM258	rep2_peak_6794 (+22832)
TMEM263	rep2_peak_9436 (+19000), rep2_peak_9437 (+20744)
TMEM30B	rep2_peak_11431 (+20661)
TMEM37	rep2_peak_22322 (-5939), rep2_peak_22323 (-4942), rep2_peak_22325 (-217)
TMEM38B	rep2_peak_40999 (-14948)
TMEM45B	rep2_peak_7998 (+8156), rep2_peak_7999 (+12773)
TMEM51	rep2_peak_394 (-12568), rep2_peak_395 (-6978), rep2_peak_396 (-957)
TMEM55B	rep2_peak_10839 (-220)
TMEM56	rep2_peak_1910 (-1363)
TMEM56-RWDD3	rep2_peak_1911 (+4485)
TMEM57	rep2_peak_710 (+28232)
TMEM63B	rep2_peak_34553 (-14761)
TMEM72	rep2_peak_4657 (+29039)
TMEM78	rep2_peak_3777 (-28213)
TMEM88B	rep2_peak_56 (+7120)
TMEM89	rep2_peak_27509 (-2365)
TMEM9	rep2_peak_3195 (-16210)
TMIGD1	rep2_peak_15998 (-10960)
TMPO	rep2_peak_9334 (-24444)
TMPPE	rep2_peak_27231 (+26781)
TMPRSS2	rep2_peak_25692 (-17917)
TMPRSS3	rep2_peak_25717 (+7191), rep2_peak_25716 (+10526)
TMPRSS4-AS1	rep2_peak_7814 (-7933), rep2_peak_7813 (-5111)
TMPRSS6	rep2_peak_26422 (-5936), rep2_peak_26421 (-4524)
TMSB10	rep2_peak_21766 (+14406), rep2_peak_21767 (+20337)
TMSB4X	rep2_peak_41858 (-27081)
TMUB2	rep2_peak_16461 (-166)
TMX3	rep2_peak_18523 (+10012)
TNFAIP2	rep2_peak_12122 (-19603)
TNFAIP3	rep2_peak_35562 (+89), rep2_peak_35563 (+6317)
TNFRSF10B	rep2_peak_38630 (-5627)
TNFRSF10C	rep2_peak_38630 (-27784)
TNFRSF19	rep2_peak_10025 (+20264)
TNFRSF1A	rep2_peak_8157 (-21716)
TNFRSF21	rep2_peak_34607 (-74)
TNFSF4	rep2_peak_2911 (-5828), rep2_peak_2910 (-3633), rep2_peak_2909 (+1785)
TNFSF8	rep2_peak_41208 (+22126)
TNIP2	rep2_peak_29585 (+22957)
TNKS1BP1	rep2_peak_6683 (+15492)
TNKS2	rep2_peak_5342 (+5972)
TNNC2	rep2_peak_24931 (-2577)
TNP1	rep2_peak_23520 (-11596)
TNRC18	rep2_peak_36321 (-5996)
TNRC6B	rep2_peak_26535 (-21772)
TNS3	rep2_peak_36875 (+5737), rep2_peak_36872 (+10622)
TOB1	rep2_peak_16674 (-27415), rep2_peak_16673 (-24536), rep2_peak_16670 (+29), rep2_peak_16667 (+21860)
TOE1	rep2_peak_1187 (-3536)
TOM1	rep2_peak_26356 (+28904)
TOMM20	rep2_peak_3941 (-1086)
TOMM22	rep2_peak_26497 (-57)
TOMM40	rep2_peak_19791 (-22122)
TOP1	rep2_peak_24848 (-25560)
TOP2A	rep2_peak_16225 (-1986)
TOPBP1	rep2_peak_28524 (-13968), rep2_peak_28523 (-8811)
TOR3A	rep2_peak_2987 (+23700)
TOX3	rep2_peak_14465 (-26818), rep2_peak_14463 (-18239), rep2_peak_14461 (-15196)
TP53INP1	rep2_peak_39319 (-10500)
TP53RK	rep2_peak_24971 (+15312), rep2_peak_24970 (+18684), rep2_peak_24969 (+22595)
TPGS1	rep2_peak_18631 (+16751)
TPM4	rep2_peak_19238 (+22144), rep2_peak_19239 (+26284)
TPPP3	rep2_peak_14702 (+28331)
TPSD1	rep2_peak_13463 (+15896)
TRA2B	rep2_peak_29188 (-28647)
TRAF3IP2	rep2_peak_35222 (-4407)
TRAF4	rep2_peak_15947 (+1346)
TRAIP	rep2_peak_27565 (+11858)
TRAM1	rep2_peak_39155 (-3948)
TRAM2	rep2_peak_34657 (-21573), rep2_peak_34654 (-12385)
TRAP1	rep2_peak_13581 (+21577)
TRAPPC10	rep2_peak_25780 (+8942)
TRAPPC13	rep2_peak_31749 (+26305)
TRAPPC6A	rep2_peak_19813 (+6712)
TREH	rep2_peak_7835 (+5789)
TRIB1	rep2_peak_39688 (-19587), rep2_peak_39689 (-17721), rep2_peak_39694 (-73)
TRIB3	rep2_peak_24028 (-9325), rep2_peak_24029 (-394), rep2_peak_24033 (+15753), rep2_peak_24034 (+20606)
TRIM2	rep2_peak_30891 (-29059)
TRIM24	rep2_peak_38049 (+16965)
TRIM26	rep2_peak_34070 (+6146)
TRIM28	rep2_peak_20251 (-5915)
TRIM31	rep2_peak_34068 (-21353), rep2_peak_34065 (+12322)
TRIM35	rep2_peak_38688 (+11388)
TRIM40	rep2_peak_34068 (-1649)
TRIM42	rep2_peak_28604 (+22007)
TRIM47	rep2_peak_17373 (+1875), rep2_peak_17372 (+5534), rep2_peak_17371 (+9132)
TRIM50	rep2_peak_37102 (+2388)
TRIM54	rep2_peak_20754 (+10777)
TRIM56	rep2_peak_37597 (+17851)
TRIM66	rep2_peak_6200 (+6339)
TRIM71	rep2_peak_27223 (+22542)
TRIM72	rep2_peak_14308 (-7014)
TRIM73	rep2_peak_37181 (+2423)
TRIM74	rep2_peak_37092 (-20806), rep2_peak_37091 (+2393), rep2_peak_37089 (+14661)
TRIM8	rep2_peak_5621 (-16582)
TRIQK	rep2_peak_39300 (+1208)
TRMT10A	rep2_peak_30479 (+26606)
TRMT10C	rep2_peak_28129 (-9546)
TRNP1	rep2_peak_772 (-2946), rep2_peak_774 (+123), rep2_peak_777 (+10542)
TROVE2	rep2_peak_3129 (-587)
TRPC1	rep2_peak_28642 (+28709)
TRPM1	rep2_peak_12237 (+3372)
TRPM3	rep2_peak_40520 (+24963)
TSEN2	rep2_peak_26958 (-4418)
TSG101	rep2_peak_6381 (+623), rep2_peak_6380 (+2800)
TSHZ1	rep2_peak_18581 (+3503)
TSPAN14	rep2_peak_5236 (+10593)
TSPAN15	rep2_peak_4952 (-25435)
TSPAN16	rep2_peak_19076 (+7258)
TSPAN8	rep2_peak_9067 (+865)
TSPAN9	rep2_peak_8118 (+27466)
TSPO2	rep2_peak_34396 (-1865)
TSPYL1	rep2_peak_35288 (+24414)
TSPYL4	rep2_peak_35288 (-1349), rep2_peak_35287 (-46)
TSPYL5	rep2_peak_39362 (+12624)
TSPYL6	rep2_peak_21260 (+21920)
TTBK1	rep2_peak_34484 (+24181), rep2_peak_34485 (+26680)
TTC23L	rep2_peak_31404 (+84)
TTC3	rep2_peak_25635 (+1465)
TTC30A	rep2_peak_23020 (+19742)
TTC7A	rep2_peak_21169 (+26066), rep2_peak_21171 (+29669)
TTI2	rep2_peak_38814 (-455)
TTLL1	rep2_peak_26637 (-14754)
TTLL2	rep2_peak_36099 (-16242), rep2_peak_36100 (-15158), rep2_peak_36102 (+17176)
TTLL4	rep2_peak_23559 (+22971)
TTPAL	rep2_peak_24901 (-14140)
TTYH1	rep2_peak_20141 (+4949)
TTYH3	rep2_peak_36272 (-8557), rep2_peak_36273 (-3649)
TUBB	rep2_peak_34105 (+29), rep2_peak_34107 (+1394)
TUBB1	rep2_peak_25294 (-6610)
TUFT1	rep2_peak_2488 (+7130)
TULP4	rep2_peak_35966 (-15923), rep2_peak_35967 (-8975), rep2_peak_35969 (+10380), rep2_peak_35971 (+26859)
TUT1	rep2_peak_6846 (+7)
TWIST2	rep2_peak_23935 (+16394)
TXNDC12	rep2_peak_1287 (-24079)
TXNDC2	rep2_peak_17931 (-15931)
TXNIP	rep2_peak_2327 (-129)
TXNRD2	rep2_peak_25936 (-10288)
TYRO3	rep2_peak_12374 (+9583)
U2SURP	rep2_peak_28655 (-12)
UACA	rep2_peak_12896 (+4641)
UBAP2	rep2_peak_40265 (-24430)
UBAP2L	rep2_peak_2535 (+16753)
UBC	rep2_peak_9897 (-1957), rep2_peak_9895 (+526), rep2_peak_9892 (+14874)
UBE2D2	rep2_peak_32679 (-29809)
UBE2G2	rep2_peak_25801 (+23253)
UBE2H	rep2_peak_37897 (+3799)
UBE2L3	rep2_peak_25986 (-22372)
UBE2L5P	rep2_peak_10097 (-26793)
UBE2Q1	rep2_peak_2548 (-263)
UBE2V2	rep2_peak_38994 (-25401)
UBFD1	rep2_peak_14073 (+153)
UBIAD1	rep2_peak_342 (-5391)
UBL7	rep2_peak_12949 (+17339), rep2_peak_12948 (+18887)
UBQLN4	rep2_peak_2612 (-931)
UBR4	rep2_peak_507 (-12856)
UBR5	rep2_peak_39451 (-3825)
UBTD2	rep2_peak_33083 (+546)
UCHL5	rep2_peak_3129 (+49)
UCN	rep2_peak_20754 (+15206)
UCP2	rep2_peak_7281 (+29766)
UGDH	rep2_peak_29970 (+12554)
UGP2	rep2_peak_21400 (-21179), rep2_peak_21401 (-13729), rep2_peak_21404 (+29628)
UGT1A1	rep2_peak_23811 (-14620), rep2_peak_23812 (-3284)
UGT1A3	rep2_peak_23811 (+16520), rep2_peak_23812 (+27856)
UGT2A3	rep2_peak_30161 (+130)
UGT2B10	rep2_peak_30152 (+35), rep2_peak_30153 (+2168)
UGT2B11	rep2_peak_30180 (-25286)
UGT2B15	rep2_peak_30145 (+11753), rep2_peak_30144 (+13827)
UGT2B17	rep2_peak_30143 (+15099)
UGT2B4	rep2_peak_30189 (-123), rep2_peak_30187 (+10564)
UGT2B7	rep2_peak_30170 (-99), rep2_peak_30171 (+2168), rep2_peak_30172 (+6375)
UMPS	rep2_peak_28347 (-29185), rep2_peak_28350 (+788)
UNC119B	rep2_peak_9733 (-17887)
UNC13B	rep2_peak_40300 (+20646)
UNC13D	rep2_peak_17366 (-2551)
UNC5A	rep2_peak_33216 (+27321)
UNC5CL	rep2_peak_34396 (-1472)
UNC93A	rep2_peak_36094 (-24480), rep2_peak_36095 (-22395), rep2_peak_36099 (+17529), rep2_peak_36100 (+18613)
UPB1	rep2_peak_26071 (+10462), rep2_peak_26072 (+19336)
UPF1	rep2_peak_19351 (+2514), rep2_peak_19352 (+7761)
UPF3B	rep2_peak_42474 (+26153)
UPK1A	rep2_peak_19531 (+5459)
UPK3A	rep2_peak_26667 (-11242)
UQCR10	rep2_peak_26213 (+2634)
UQCRC2	rep2_peak_14041 (-15204), rep2_peak_14042 (-3282)
UQCRHL	rep2_peak_424 (+8992), rep2_peak_421 (+28493)
UQCRQ	rep2_peak_32527 (-17031), rep2_peak_32528 (-124)
URB1	rep2_peak_25532 (+28476)
UROC1	rep2_peak_28407 (-1209)
UROD	rep2_peak_1175 (+27038)
USE1	rep2_peak_19265 (-14466), rep2_peak_19270 (+29150)
USF2	rep2_peak_19508 (-15118)
USHBP1	rep2_peak_19272 (+16700)
USP1	rep2_peak_1544 (-12629)
USP13	rep2_peak_29096 (+10501)
USP27X	rep2_peak_42175 (-17666), rep2_peak_42176 (-2374)
USP28	rep2_peak_7731 (-23232)
USP3	rep2_peak_12726 (+10041)
USP32	rep2_peak_16915 (-237)
USP35	rep2_peak_7402 (+14034)
USP42	rep2_peak_36351 (-245)
USP48	rep2_peak_584 (+7393)
USP6NL	rep2_peak_4217 (+9222)
USP7	rep2_peak_13674 (-24055), rep2_peak_13672 (+3028)
USP9X	rep2_peak_42066 (-880)
USP9Y	rep2_peak_42741 (-915)
UTP14C	rep2_peak_10450 (+901)
UTS2R	rep2_peak_17724 (+3107)
VAMP2	rep2_peak_15618 (+9169)
VASH2	rep2_peak_3459 (-20383)
VAT1	rep2_peak_16357 (+11438)
VAV2	rep2_peak_41654 (+13568)
VCAM1	rep2_peak_1961 (+11688)
VCAN	rep2_peak_32094 (+4737)
VCPKMT	rep2_peak_11223 (-83)
VDAC1	rep2_peak_32549 (-13464), rep2_peak_32547 (+4191)
VDAC2	rep2_peak_5102 (+14883)
VGF	rep2_peak_37608 (+12)
VGLL4	rep2_peak_26945 (+20485)
VIL1	rep2_peak_23552 (+25753)
VILL	rep2_peak_27285 (-949)
VIPR2	rep2_peak_38332 (+18902)
VKORC1	rep2_peak_14299 (+57)
VMAC	rep2_peak_18903 (+5283)
VMO1	rep2_peak_15503 (-1518)
VNN3	rep2_peak_35481 (-87)
VPS11	rep2_peak_7857 (-8955)
VPS13A	rep2_peak_40597 (-6125)
VPS37B	rep2_peak_9822 (-2550)
VPS37D	rep2_peak_37120 (-19779)
VPS54	rep2_peak_21410 (+25709), rep2_peak_21409 (+27472)
VSIG10	rep2_peak_9676 (-17240)
VSIG10L	rep2_peak_20056 (-12761)
VSNL1	rep2_peak_20521 (-2078)
VSTM5	rep2_peak_7526 (+28713)
VTN	rep2_peak_15922 (+318), rep2_peak_15920 (+2449)
VWA1	rep2_peak_56 (-2423)
VWA8	rep2_peak_10265 (-13615)
WASF2	rep2_peak_791 (-14637)
WASF3	rep2_peak_10063 (+1350)
WASHC1	rep2_peak_40006 (+9634)
