A1BG	rep2_peak_20236 (-82)
OR2K2	rep2_peak_41099 (-22599), rep2_peak_41098 (-19807), rep2_peak_41097 (-18730)
OR2T2	rep2_peak_4089 (+9705)
OR2T27	rep2_peak_4091 (-21868)
OR2T3	rep2_peak_4089 (-18134)
OR2T35	rep2_peak_4090 (+8487)
OR2V2	rep2_peak_33301 (+22037), rep2_peak_33302 (+22624), rep2_peak_33303 (+26082)
OR2W1	rep2_peak_34049 (+28446), rep2_peak_34048 (+29064)
OR4F16	rep2_peak_15 (+692), rep2_peak_14 (+11155)
OR4F21	rep2_peak_38338 (+658), rep2_peak_38337 (+18023)
OR4F29	rep2_peak_10 (+686)
OR4F6	rep2_peak_13407 (-14468)
OR5AN1	rep2_peak_6744 (-9089)
OR5B21	rep2_peak_6730 (-16308)
OR5H2	rep2_peak_28076 (+8893)
OR6C68	rep2_peak_8823 (-13758), rep2_peak_8824 (-7889), rep2_peak_8825 (+7646)
OR6C70	rep2_peak_8824 (-14351), rep2_peak_8823 (-8482)
OR6Q1	rep2_peak_6727 (+25268)
OR6S1	rep2_peak_10847 (-21504), rep2_peak_10846 (+8502), rep2_peak_10845 (+25516), rep2_peak_10844 (+27965)
OR6V1	rep2_peak_38134 (-9340)
OR7G3	rep2_peak_19004 (-9776)
OR8D1	rep2_peak_7938 (-26263)
OR8J3	rep2_peak_6680 (-4224)
OR8K5	rep2_peak_6680 (+15892)
OR9A2	rep2_peak_38134 (-15785)
OR9Q1	rep2_peak_6726 (-11892)
OR9Q2	rep2_peak_6729 (-23405)
ORAI1	rep2_peak_9765 (-251), rep2_peak_9766 (+647), rep2_peak_9767 (+6841), rep2_peak_9768 (+7319)
ORAI3	rep2_peak_14280 (+1176), rep2_peak_14281 (+4716), rep2_peak_14282 (+6071)
ORAOV1	rep2_peak_7175 (-27190), rep2_peak_7174 (-25592), rep2_peak_7173 (-14481), rep2_peak_7172 (-13271), rep2_peak_7171 (-8), rep2_peak_7170 (+4988), rep2_peak_7169 (+6996), rep2_peak_7168 (+17054), rep2_peak_7167 (+20253)
ORC1	rep2_peak_1295 (-13)
ORC2	rep2_peak_23277 (+134), rep2_peak_23276 (+18640)
ORC3	rep2_peak_34973 (-90)
ORC4	rep2_peak_22590 (-218)
ORC5	rep2_peak_37686 (-12)
ORC6	rep2_peak_14329 (-574), rep2_peak_14330 (+4410)
ORM1	rep2_peak_41192 (-31)
ORM2	rep2_peak_41193 (-109)
ORMDL1	rep2_peak_23148 (-839)
ORMDL2	rep2_peak_8829 (-424)
ORMDL3	rep2_peak_16195 (-11557), rep2_peak_16194 (-7692), rep2_peak_16193 (-807), rep2_peak_16192 (+2487), rep2_peak_16191 (+6011)
OSBP	rep2_peak_6751 (-27444)
OSBPL10	rep2_peak_27179 (-301), rep2_peak_27178 (+452), rep2_peak_27177 (+6648), rep2_peak_27176 (+12182)
OSBPL11	rep2_peak_28374 (-1913), rep2_peak_28373 (-584)
OSBPL3	rep2_peak_36548 (-233), rep2_peak_36547 (+74)
OSBPL6	rep2_peak_23029 (-818)
OSBPL8	rep2_peak_9120 (-178)
OSBPL9	rep2_peak_1271 (+118)
OSCAR	rep2_peak_20132 (-89)
OSCP1	rep2_peak_991 (-196)
OSGEP	rep2_peak_10838 (-120), rep2_peak_10837 (+164), rep2_peak_10836 (+11449)
OSGEPL1	rep2_peak_23147 (+38)
OSGIN1	rep2_peak_15100 (-22232), rep2_peak_15101 (-5998), rep2_peak_15102 (-2148), rep2_peak_15103 (-1028), rep2_peak_15104 (+55), rep2_peak_15105 (+4101)
OSGIN2	rep2_peak_39289 (-233)
OSMR	rep2_peak_31472 (-15315), rep2_peak_31473 (-84), rep2_peak_31474 (+13070)
OSR1	rep2_peak_20551 (-4420), rep2_peak_20550 (+10478), rep2_peak_20549 (+10673)
OST4	rep2_peak_20734 (+130)
OSTF1	rep2_peak_40580 (-428)
OTC	rep2_peak_42015 (-9175)
OTOA	rep2_peak_14037 (-11524)
OTOP3	rep2_peak_17300 (+25124)
OTOS	rep2_peak_23949 (-7405)
OTUB1	rep2_peak_6907 (+157), rep2_peak_6908 (+21517)
OTUB2	rep2_peak_11917 (-22157), rep2_peak_11918 (-3672), rep2_peak_11919 (+2267), rep2_peak_11920 (+13079)
OTUD1	rep2_peak_4366 (+22331)
OTUD3	rep2_peak_526 (-18515), rep2_peak_527 (-219)
OTUD4	rep2_peak_30831 (-879), rep2_peak_30830 (+88)
OTUD5	rep2_peak_42160 (-583), rep2_peak_42159 (+15904)
OTUD6B	rep2_peak_39296 (-65)
OTUD7A	rep2_peak_12249 (+16166)
OTUD7B	rep2_peak_2423 (-10797), rep2_peak_2422 (-87), rep2_peak_2421 (+1761)
OTULIN	rep2_peak_31285 (-285), rep2_peak_31286 (+641)
OTX1	rep2_peak_21384 (+177)
OVCA2	rep2_peak_15430 (+85)
OVGP1	rep2_peak_2080 (-19342), rep2_peak_2079 (+9844)
OVOL2	rep2_peak_24372 (+24674)
OXA1L	rep2_peak_10890 (+197)
OXCT2	rep2_peak_1036 (+4781)
OXER1	rep2_peak_21008 (-23349)
OXLD1	rep2_peak_17653 (-29), rep2_peak_17652 (+531)
OXNAD1	rep2_peak_27035 (-250)
OXSM	rep2_peak_27094 (-85)
OXSR1	rep2_peak_27296 (-507)
OXTR	rep2_peak_26877 (+71), rep2_peak_26876 (+14335), rep2_peak_26875 (+27914)
P2RX3	rep2_peak_6686 (+11417)
P2RX4	rep2_peak_9750 (+100)
P2RX7	rep2_peak_9746 (-15757), rep2_peak_9747 (-3579), rep2_peak_9748 (-631)
P2RY11	rep2_peak_19026 (+1735)
P2RY14	rep2_peak_28771 (-5742)
P2RY2	rep2_peak_7253 (-28202), rep2_peak_7254 (-125), rep2_peak_7255 (+19704)
P2RY6	rep2_peak_7255 (-27233)
P2RY8	rep2_peak_41791 (-507), rep2_peak_41790 (+942)
P3H1	rep2_peak_1103 (-303), rep2_peak_1102 (+15629)
P3H2	rep2_peak_29315 (-37)
P3H3	rep2_peak_8180 (+1132)
P3H4	rep2_peak_16268 (+11683), rep2_peak_16267 (+19171)
P4HA1	rep2_peak_5059 (+24), rep2_peak_5058 (+8484)
P4HB	rep2_peak_17664 (-7568), rep2_peak_17663 (-7132)
P4HTM	rep2_peak_27522 (+14686)
PA2G4	rep2_peak_8847 (-23365), rep2_peak_8848 (-22237), rep2_peak_8849 (+138)
PAAF1	rep2_peak_7280 (-264)
PABPC1	rep2_peak_39426 (+100), rep2_peak_39425 (+553)
PABPC1L	rep2_peak_24911 (+152), rep2_peak_24912 (+1580)
PABPC4	rep2_peak_1035 (-319), rep2_peak_1034 (+9481)
PABPN1	rep2_peak_10916 (-196)
PACRG	rep2_peak_36044 (+775)
PACRGL	rep2_peak_29827 (-122)
PACS1	rep2_peak_7026 (+16770)
PACSIN2	rep2_peak_26633 (-18908), rep2_peak_26632 (-3583), rep2_peak_26631 (-1225), rep2_peak_26630 (-296), rep2_peak_26629 (+7401), rep2_peak_26628 (+19894), rep2_peak_26627 (+21090)
PACSIN3	rep2_peak_6649 (-8108), rep2_peak_6648 (-3618), rep2_peak_6647 (-1552), rep2_peak_6646 (-771), rep2_peak_6645 (+916), rep2_peak_6644 (+7772)
PAF1	rep2_peak_19635 (-119), rep2_peak_19634 (+134)
PAFAH1B1	rep2_peak_15443 (-28664), rep2_peak_15444 (-411), rep2_peak_15445 (+28542)
PAFAH1B2	rep2_peak_7795 (-5524), rep2_peak_7796 (+36)
PAFAH1B3	rep2_peak_19719 (+209)
PAFAH2	rep2_peak_725 (-20669), rep2_peak_724 (-163), rep2_peak_723 (+945)
PAG1	rep2_peak_39242 (-11400), rep2_peak_39241 (+108), rep2_peak_39240 (+22350)
PAGE2	rep2_peak_42222 (+22737)
PAGE4	rep2_peak_42172 (-16877), rep2_peak_42173 (-12761), rep2_peak_42174 (+13502)
PAGR1	rep2_peak_14199 (+339)
PAH	rep2_peak_9392 (-2879), rep2_peak_9391 (+283), rep2_peak_9390 (+18483)
PAICS	rep2_peak_30107 (-600), rep2_peak_30108 (+163)
PAIP1	rep2_peak_31566 (-289), rep2_peak_31565 (+626)
PAIP2	rep2_peak_32670 (-91)
PAK1	rep2_peak_7373 (+14552)
PAK1IP1	rep2_peak_33562 (+32), rep2_peak_33563 (+26881)
PAK2	rep2_peak_29465 (-2024), rep2_peak_29466 (+13), rep2_peak_29467 (+21486)
PAK4	rep2_peak_19628 (+88), rep2_peak_19629 (+1029), rep2_peak_19630 (+16168), rep2_peak_19631 (+19874)
PALB2	rep2_peak_14075 (-50)
PALD1	rep2_peak_4983 (-905)
PALM	rep2_peak_18645 (-5319), rep2_peak_18646 (-1508), rep2_peak_18647 (+3240), rep2_peak_18648 (+29579)
PALM3	rep2_peak_19190 (-22455), rep2_peak_19189 (-12996), rep2_peak_19188 (-710)
PALMD	rep2_peak_1936 (-545), rep2_peak_1937 (+19)
PAM16	rep2_peak_13603 (-16246), rep2_peak_13602 (+5352), rep2_peak_13601 (+6214), rep2_peak_13600 (+22982), rep2_peak_13599 (+23804)
PAN2	rep2_peak_8868 (-133)
PAN3	rep2_peak_10085 (-381), rep2_peak_10086 (+663), rep2_peak_10087 (+6759)
PANK1	rep2_peak_5321 (-416), rep2_peak_5320 (+1536)
PANK2	rep2_peak_24133 (-180)
PANK3	rep2_peak_33063 (-21024), rep2_peak_33062 (-16695), rep2_peak_33061 (-12574), rep2_peak_33060 (-136), rep2_peak_33059 (+600)
PANX1	rep2_peak_7529 (-12273), rep2_peak_7530 (-151), rep2_peak_7531 (+24473)
PANX2	rep2_peak_26779 (-29935), rep2_peak_26780 (-28606), rep2_peak_26781 (-24836), rep2_peak_26782 (-23629), rep2_peak_26783 (+13463)
PAOX	rep2_peak_6038 (-570)
PAPD4	rep2_peak_32021 (+137)
PAPD5	rep2_peak_14406 (+68), rep2_peak_14407 (+2301)
PAPD7	rep2_peak_31247 (-1997), rep2_peak_31248 (+17269)
PAPOLA	rep2_peak_12007 (-184), rep2_peak_12008 (+6684)
PAPOLG	rep2_peak_21330 (-23)
PAPSS1	rep2_peak_30559 (-16837), rep2_peak_30558 (+343), rep2_peak_30557 (+6663)
PAQR4	rep2_peak_13540 (-290), rep2_peak_13541 (+1111)
PAQR5	rep2_peak_12864 (+6774)
PAQR6	rep2_peak_2630 (-4)
PAQR7	rep2_peak_720 (-24292), rep2_peak_719 (-4561), rep2_peak_718 (-4217), rep2_peak_717 (+54), rep2_peak_716 (+3778), rep2_peak_715 (+9782)
PAQR8	rep2_peak_34636 (-28446), rep2_peak_34637 (-9490), rep2_peak_34638 (-220), rep2_peak_34639 (+478), rep2_peak_34640 (+1620), rep2_peak_34641 (+7262), rep2_peak_34642 (+9631), rep2_peak_34643 (+14853), rep2_peak_34644 (+27668), rep2_peak_34645 (+28400)
PAQR9	rep2_peak_28653 (-18744), rep2_peak_28652 (-13096), rep2_peak_28651 (-155), rep2_peak_28650 (+21803), rep2_peak_28649 (+23466)
PARD3	rep2_peak_4574 (+1269)
PARD6A	rep2_peak_14713 (-874)
PARD6B	rep2_peak_25148 (-2255), rep2_peak_25149 (-258), rep2_peak_25150 (+13034), rep2_peak_25151 (+15033)
PARK7	rep2_peak_193 (-2494), rep2_peak_194 (-115)
PARL	rep2_peak_29134 (-28487), rep2_peak_29133 (-27359), rep2_peak_29132 (-23048), rep2_peak_29131 (-37)
PARN	rep2_peak_13855 (+116), rep2_peak_13854 (+21473)
PARP1	rep2_peak_3691 (+9873)
PARP10	rep2_peak_39956 (+9273), rep2_peak_39955 (+29841)
PARP12	rep2_peak_38097 (-15503), rep2_peak_38096 (+14301), rep2_peak_38095 (+17278), rep2_peak_38094 (+17792)
PARP14	rep2_peak_28297 (-28814), rep2_peak_28298 (-11236), rep2_peak_28299 (+88), rep2_peak_28300 (+12241)
PARP15	rep2_peak_28296 (-4393)
PARP16	rep2_peak_12776 (-25696), rep2_peak_12775 (-17999), rep2_peak_12774 (-13635), rep2_peak_12773 (-9275), rep2_peak_12772 (+167)
PARP2	rep2_peak_10833 (-315)
PARP3	rep2_peak_27619 (-135), rep2_peak_27620 (+756)
PARP4	rep2_peak_10050 (+532)
PARP9	rep2_peak_28296 (-8632), rep2_peak_28295 (+271)
PARPBP	rep2_peak_9382 (-54)
PARVA	rep2_peak_6270 (-10758)
PASD1	rep2_peak_42657 (-15183)
PASK	rep2_peak_23973 (-835)
PATJ	rep2_peak_1530 (-231), rep2_peak_1531 (+565), rep2_peak_1532 (+10586)
PATL1	rep2_peak_6754 (-7390), rep2_peak_6753 (-354), rep2_peak_6752 (+10768), rep2_peak_6751 (+25392)
PATL2	rep2_peak_12427 (-6511)
PATZ1	rep2_peak_26277 (-16110), rep2_peak_26276 (-4485), rep2_peak_26275 (-1252), rep2_peak_26274 (-655), rep2_peak_26273 (-224), rep2_peak_26272 (+361), rep2_peak_26271 (+2179), rep2_peak_26270 (+6901)
PAWR	rep2_peak_9140 (+274)
PAX2	rep2_peak_5569 (-5830)
PAX5	rep2_peak_40345 (+6423)
PAX6	rep2_peak_6472 (+1100)
PAX7	rep2_peak_490 (+12765), rep2_peak_491 (+14356)
PAX8	rep2_peak_22265 (-9965), rep2_peak_22264 (-4134)
PAXBP1	rep2_peak_25542 (-217)
PAXIP1	rep2_peak_38253 (-565)
PBDC1	rep2_peak_42306 (-27249), rep2_peak_42307 (-23523), rep2_peak_42308 (+247)
PBK	rep2_peak_38721 (+211)
PBLD	rep2_peak_4928 (+90), rep2_peak_4927 (+955)
PBOV1	rep2_peak_35577 (-13684), rep2_peak_35576 (-13226), rep2_peak_35575 (-8965), rep2_peak_35574 (-4556), rep2_peak_35573 (+13526)
PBRM1	rep2_peak_27661 (-149), rep2_peak_27660 (+393), rep2_peak_27659 (+3684)
PBX2	rep2_peak_34191 (-182)
PBX3	rep2_peak_41416 (-1037), rep2_peak_41417 (+11784)
PBX4	rep2_peak_19368 (+16584)
PBXIP1	rep2_peak_2558 (+11125)
PC	rep2_peak_7065 (-23845), rep2_peak_7064 (-12676), rep2_peak_7063 (-287), rep2_peak_7062 (+8101)
PCBD1	rep2_peak_4989 (+718)
PCBD2	rep2_peak_32589 (-23761), rep2_peak_32590 (-434), rep2_peak_32591 (+378)
PCBP1	rep2_peak_21554 (-18213), rep2_peak_21555 (-676), rep2_peak_21556 (+2303), rep2_peak_21557 (+21515)
PCBP2	rep2_peak_8789 (-148), rep2_peak_8790 (+371)
PCBP4	rep2_peak_27622 (-6609), rep2_peak_27621 (+45)
PCCA	rep2_peak_10708 (-215)
PCCB	rep2_peak_28555 (-11969), rep2_peak_28556 (+64), rep2_peak_28557 (+784), rep2_peak_28558 (+5496)
PCDH1	rep2_peak_32744 (+3721), rep2_peak_32743 (+28490)
PCDH8	rep2_peak_10478 (-2187), rep2_peak_10477 (+6048)
PCDH9	rep2_peak_10497 (-679)
PCDHB2	rep2_peak_32734 (+63)
PCED1A	rep2_peak_24089 (+123)
PCF11	rep2_peak_7431 (-339), rep2_peak_7432 (+56)
PCGF1	rep2_peak_21677 (-4817), rep2_peak_21676 (+1214), rep2_peak_21675 (+6030)
PCGF2	rep2_peak_16146 (-7), rep2_peak_16145 (+3302), rep2_peak_16144 (+14532)
PCGF3	rep2_peak_29520 (-12387), rep2_peak_29521 (+18585)
PCGF5	rep2_peak_5331 (-13409), rep2_peak_5332 (-5), rep2_peak_5333 (+634)
PCGF6	rep2_peak_5664 (-101)
PCID2	rep2_peak_10809 (+20), rep2_peak_10808 (+24813)
PCIF1	rep2_peak_24940 (-13143), rep2_peak_24941 (-8588), rep2_peak_24942 (-7136), rep2_peak_24943 (-2313), rep2_peak_24944 (-848), rep2_peak_24945 (+11), rep2_peak_24946 (+804), rep2_peak_24947 (+11933)
PCK1	rep2_peak_25275 (-13654), rep2_peak_25276 (-5337), rep2_peak_25277 (-1951), rep2_peak_25278 (-239), rep2_peak_25279 (+7284), rep2_peak_25280 (+16788), rep2_peak_25281 (+25386), rep2_peak_25282 (+26386), rep2_peak_25283 (+28983)
PCK2	rep2_peak_10948 (-12576), rep2_peak_10949 (-130), rep2_peak_10950 (+1513)
PCLO	rep2_peak_37291 (+95)
PCM1	rep2_peak_38557 (-10081), rep2_peak_38558 (-6776), rep2_peak_38559 (-199)
PCMT1	rep2_peak_35792 (+50), rep2_peak_35793 (+405)
PCMTD1	rep2_peak_39004 (-252)
PCMTD2	rep2_peak_25405 (-21082), rep2_peak_25406 (-18898), rep2_peak_25407 (-17308), rep2_peak_25408 (-12772), rep2_peak_25409 (-199)
PCNA	rep2_peak_24170 (-208), rep2_peak_24169 (+6749)
PCNP	rep2_peak_28131 (+3)
PCNT	rep2_peak_25857 (-310)
PCNX1	rep2_peak_11618 (-12342), rep2_peak_11619 (-35)
PCNX3	rep2_peak_7001 (-354), rep2_peak_7002 (+918)
PCNX4	rep2_peak_11401 (+101), rep2_peak_11402 (+2566)
PCOLCE	rep2_peak_37575 (+120), rep2_peak_37576 (+8481)
PCOTH	rep2_peak_10033 (+601)
PCSK4	rep2_peak_18704 (+9270)
PCSK6	rep2_peak_13398 (-19636), rep2_peak_13397 (-12177), rep2_peak_13396 (+1350)
PCSK9	rep2_peak_1369 (-6819), rep2_peak_1370 (-37), rep2_peak_1371 (+13480), rep2_peak_1372 (+14219)
PCTP	rep2_peak_16744 (-7854), rep2_peak_16745 (+24), rep2_peak_16746 (+11158), rep2_peak_16747 (+16386), rep2_peak_16748 (+23879)
PCYOX1	rep2_peak_21567 (+74), rep2_peak_21568 (+11617)
PCYOX1L	rep2_peak_32885 (+9660)
PCYT1A	rep2_peak_29457 (-200), rep2_peak_29456 (+7652), rep2_peak_29455 (+8132)
PCYT1B	rep2_peak_41968 (-25691), rep2_peak_41967 (-15400), rep2_peak_41966 (-4691), rep2_peak_41965 (+23421)
PCYT2	rep2_peak_17667 (+770)
PDAP1	rep2_peak_37496 (-23122), rep2_peak_37495 (+16)
PDCD10	rep2_peak_28902 (-695), rep2_peak_28901 (+102)
PDCD11	rep2_peak_5666 (+66)
PDCD2	rep2_peak_36175 (-37)
PDCD2L	rep2_peak_19481 (-55)
PDCD4	rep2_peak_5725 (-27464), rep2_peak_5726 (-25917), rep2_peak_5727 (-19313), rep2_peak_5728 (-14096), rep2_peak_5729 (-122), rep2_peak_5730 (+628)
PDCD5	rep2_peak_19428 (-10661)
PDCD6	rep2_peak_31200 (-235)
PDCD6IP	rep2_peak_27249 (+398)
PDCL	rep2_peak_41312 (-96)
PDCL2	rep2_peak_30097 (-27384)
PDCL3	rep2_peak_21973 (-2077), rep2_peak_21974 (+197)
PDE11A	rep2_peak_23026 (-26), rep2_peak_23025 (+1683)
PDE12	rep2_peak_27738 (-268)
PDE3B	rep2_peak_6309 (+141)
PDE4A	rep2_peak_19040 (-3842)
PDE4C	rep2_peak_19307 (+15935), rep2_peak_19306 (+22157)
PDE4DIP	rep2_peak_2392 (+5428)
PDE5A	rep2_peak_30644 (-19634)
PDE6A	rep2_peak_32898 (-12560), rep2_peak_32897 (+3209)
PDE6D	rep2_peak_23776 (-257)
PDE6G	rep2_peak_17651 (-2669)
PDE7A	rep2_peak_39117 (-524)
PDE8A	rep2_peak_13150 (+940), rep2_peak_13151 (+2294)
PDE8B	rep2_peak_31968 (-23649)
PDE9A	rep2_peak_25722 (-29042), rep2_peak_25723 (+18445)
PDF	rep2_peak_14770 (-92)
PDGFA	rep2_peak_36198 (-20542), rep2_peak_36197 (-18958), rep2_peak_36196 (-3106), rep2_peak_36195 (+15635)
PDGFB	rep2_peak_26516 (+920), rep2_peak_26515 (+1800), rep2_peak_26514 (+3694), rep2_peak_26513 (+14313)
PDGFC	rep2_peak_30926 (-709), rep2_peak_30925 (-383), rep2_peak_30924 (+29223)
PDGFD	rep2_peak_7624 (-113)
PDGFRA	rep2_peak_30087 (+4300)
PDGFRB	rep2_peak_32910 (+12751), rep2_peak_32909 (+13517), rep2_peak_32908 (+14056), rep2_peak_32907 (+16985), rep2_peak_32906 (+18360), rep2_peak_32905 (+25694)
PDGFRL	rep2_peak_38531 (-2867), rep2_peak_38532 (+222), rep2_peak_38533 (+1180), rep2_peak_38534 (+16054)
PDHA1	rep2_peak_41895 (-638)
PDHB	rep2_peak_27800 (-29951), rep2_peak_27799 (-29225), rep2_peak_27798 (-18550), rep2_peak_27797 (-255), rep2_peak_27796 (+129)
PDHX	rep2_peak_6558 (-344), rep2_peak_6559 (+13481)
PDIA3	rep2_peak_12416 (-23)
PDIA4	rep2_peak_38166 (-204)
PDIA5	rep2_peak_28307 (-129), rep2_peak_28308 (+1602), rep2_peak_28309 (+18653)
PDIA6	rep2_peak_20419 (-14224)
PDIK1L	rep2_peak_727 (-815), rep2_peak_728 (+161)
PDILT	rep2_peak_13978 (+7173), rep2_peak_13977 (+18207)
PDK1	rep2_peak_22936 (-287)
PDK2	rep2_peak_16624 (-47), rep2_peak_16625 (+7129)
PDK3	rep2_peak_41963 (-364), rep2_peak_41964 (+29390)
PDK4	rep2_peak_37427 (-12406), rep2_peak_37426 (+5885), rep2_peak_37425 (+17849)
PDLIM1	rep2_peak_5416 (-13669), rep2_peak_5415 (+158), rep2_peak_5414 (+10219), rep2_peak_5413 (+12694), rep2_peak_5412 (+17382)
PDLIM2	rep2_peak_38612 (-24379), rep2_peak_38613 (-22151), rep2_peak_38614 (-20073), rep2_peak_38615 (-16777), rep2_peak_38616 (-4188), rep2_peak_38617 (+10170)
PDLIM3	rep2_peak_31134 (+584), rep2_peak_31133 (+21494)
PDLIM4	rep2_peak_32494 (+20339)
PDLIM5	rep2_peak_30445 (-26162), rep2_peak_30446 (-22783), rep2_peak_30447 (+148), rep2_peak_30448 (+933), rep2_peak_30449 (+7786), rep2_peak_30450 (+21248), rep2_peak_30451 (+24111)
PDP1	rep2_peak_39307 (-183)
PDP2	rep2_peak_14674 (-7064), rep2_peak_14675 (+350), rep2_peak_14676 (+19385), rep2_peak_14677 (+25018), rep2_peak_14678 (+25712)
PDPK1	rep2_peak_13523 (-1391), rep2_peak_13524 (+3722), rep2_peak_13525 (+12545), rep2_peak_13526 (+13692)
PDPR	rep2_peak_14811 (+576)
PDRG1	rep2_peak_24579 (+28)
PDS5A	rep2_peak_29981 (-9733), rep2_peak_29980 (-106), rep2_peak_29979 (+909)
PDS5B	rep2_peak_10142 (+24)
PDSS2	rep2_peak_35098 (-44)
PDX1	rep2_peak_10083 (-1806)
PDXDC1	rep2_peak_13868 (-17), rep2_peak_13869 (+14705)
PDXK	rep2_peak_25768 (-20389), rep2_peak_25769 (-18342), rep2_peak_25770 (-15898), rep2_peak_25771 (+9581), rep2_peak_25772 (+12595), rep2_peak_25773 (+19220)
PDXP	rep2_peak_26443 (+1045), rep2_peak_26444 (+2962), rep2_peak_26445 (+6014)
PDYN	rep2_peak_24071 (-11794)
PDZD3	rep2_peak_7865 (+5990)
PDZD7	rep2_peak_5583 (+12050), rep2_peak_5582 (+16700), rep2_peak_5581 (+22155)
PDZD8	rep2_peak_5854 (-29542), rep2_peak_5853 (-163), rep2_peak_5852 (+7525), rep2_peak_5851 (+14042)
PDZK1	rep2_peak_2313 (-13924), rep2_peak_2312 (-7521), rep2_peak_2311 (-4010), rep2_peak_2310 (-51), rep2_peak_2309 (+5076), rep2_peak_2308 (+15524), rep2_peak_2307 (+16099), rep2_peak_2306 (+16576)
PDZK1IP1	rep2_peak_1226 (-26463), rep2_peak_1225 (-2628)
PEAR1	rep2_peak_2662 (-1292)
PEBP1	rep2_peak_9676 (-14670), rep2_peak_9677 (-11257), rep2_peak_9678 (-9611), rep2_peak_9679 (-4203), rep2_peak_9680 (-3742), rep2_peak_9681 (+177), rep2_peak_9682 (+3048)
PEBP4	rep2_peak_38624 (-25968), rep2_peak_38623 (+12312)
PECAM1	rep2_peak_17017 (-18448), rep2_peak_17016 (-15837), rep2_peak_17015 (-5441), rep2_peak_17014 (+4032), rep2_peak_17013 (+5563), rep2_peak_17012 (+21379)
PECR	rep2_peak_23497 (+105), rep2_peak_23496 (+2922), rep2_peak_23495 (+10115), rep2_peak_23494 (+27789)
PEF1	rep2_peak_888 (+180)
PEG10	rep2_peak_37399 (-269), rep2_peak_37400 (+1567), rep2_peak_37401 (+1986)
PEG3	rep2_peak_20189 (+1014), rep2_peak_20188 (+1276), rep2_peak_20187 (+18538)
PELI1	rep2_peak_21416 (+94)
PELO	rep2_peak_31575 (+184), rep2_peak_31576 (+3581), rep2_peak_31577 (+6791), rep2_peak_31578 (+11620), rep2_peak_31579 (+12214)
PELP1	rep2_peak_15494 (+214)
PEMT	rep2_peak_15790 (-19502), rep2_peak_15789 (-137), rep2_peak_15788 (+10757), rep2_peak_15787 (+19382), rep2_peak_15786 (+20556)
PEPD	rep2_peak_19469 (+123)
PER1	rep2_peak_15619 (-4304), rep2_peak_15618 (-1328), rep2_peak_15617 (-17), rep2_peak_15616 (+13459), rep2_peak_15615 (+26733)
PER2	rep2_peak_23923 (-1778), rep2_peak_23922 (-430), rep2_peak_23921 (+2649)
PERM1	rep2_peak_23 (-14943)
PERP	rep2_peak_35571 (-9073), rep2_peak_35570 (-8548), rep2_peak_35569 (-391), rep2_peak_35568 (+1554), rep2_peak_35567 (+19720), rep2_peak_35566 (+20782), rep2_peak_35565 (+22477)
PET117	rep2_peak_24374 (-6), rep2_peak_24375 (+1196)
PEX1	rep2_peak_37364 (-194)
PEX10	rep2_peak_102 (-18204), rep2_peak_101 (-423)
PEX11A	rep2_peak_13204 (+94), rep2_peak_13203 (+10219)
PEX11G	rep2_peak_18959 (-5618), rep2_peak_18958 (-759)
PEX12	rep2_peak_16063 (+103)
PEX13	rep2_peak_21334 (+573)
PEX2	rep2_peak_39188 (-1)
PEX26	rep2_peak_25888 (-16564), rep2_peak_25889 (-71), rep2_peak_25890 (+11383), rep2_peak_25891 (+14281)
PEX3	rep2_peak_35692 (-216)
PEX5	rep2_peak_8201 (+8206)
PEX6	rep2_peak_34468 (+9168)
PFAS	rep2_peak_15637 (+66), rep2_peak_15638 (+24811)
PFDN1	rep2_peak_32711 (-150), rep2_peak_32710 (+9832)
PFDN2	rep2_peak_2695 (+114)
PFDN4	rep2_peak_25259 (-12873), rep2_peak_25260 (+104)
PFDN5	rep2_peak_8782 (+197)
PFKFB1	rep2_peak_42220 (-210)
PFKFB2	rep2_peak_3348 (+48)
PFKFB4	rep2_peak_27505 (-356)
PFKL	rep2_peak_25784 (+3663)
PFKM	rep2_peak_8630 (+158)
PFKP	rep2_peak_4114 (+24191)
PFN1	rep2_peak_15511 (-807)
PFN2	rep2_peak_28739 (-147)
PFN4	rep2_peak_20666 (+133), rep2_peak_20665 (+14648), rep2_peak_20664 (+27951)
PGAM2	rep2_peak_36808 (-6492)
PGAM5	rep2_peak_9952 (-145)
PGAP1	rep2_peak_23210 (-202)
PGAP3	rep2_peak_16178 (-7633), rep2_peak_16177 (+681), rep2_peak_16176 (+13132)
PGBD1	rep2_peak_34003 (-21)
PGBD5	rep2_peak_3807 (-334)
PGC	rep2_peak_34433 (-21415), rep2_peak_34432 (-1361), rep2_peak_34431 (-314), rep2_peak_34430 (+4713), rep2_peak_34429 (+5552), rep2_peak_34428 (+8162)
PGD	rep2_peak_320 (-281)
PGF	rep2_peak_11698 (+1326), rep2_peak_11697 (+3874), rep2_peak_11696 (+4766), rep2_peak_11695 (+9895)
PGGT1B	rep2_peak_32343 (+20842)
PGK1	rep2_peak_42317 (-149)
PGK2	rep2_peak_34625 (+20364), rep2_peak_34624 (+22530)
PGLS	rep2_peak_19283 (-15141), rep2_peak_19284 (-12868), rep2_peak_19285 (-3586), rep2_peak_19286 (+591)
PGLYRP2	rep2_peak_19228 (+304), rep2_peak_19227 (+10717)
